name,Adduct,mz,Polarity,FullName
Norepinephrine,[M+NH4]+,187.10771,positive,Norepinephrine_[M+NH4]+
6-Hydroxydopamine,[M+NH4]+,187.10771,positive,6-Hydroxydopamine_[M+NH4]+
3-Methylhistidine,[M+NH4]+,187.11895,positive,3-Methylhistidine_[M+NH4]+
1-Methylhistidine,[M+NH4]+,187.11895,positive,1-Methylhistidine_[M+NH4]+
Dihydroxyacetone phosphate,[M+NH4]+,188.03185,positive,Dihydroxyacetone phosphate_[M+NH4]+
Glyceraldehyde 3-phosphate,[M+NH4]+,188.03185,positive,Glyceraldehyde 3-phosphate_[M+NH4]+
Glycerol 3-phosphate,[M+NH4]+,190.0475,positive,Glycerol 3-phosphate_[M+NH4]+
Menadione (Vitamin K3),[M+NH4]+,190.08625,positive,Menadione (Vitamin K3)_[M+NH4]+
sn-Glycerol 1-phosphate,[M+NH4]+,190.10752,positive,sn-Glycerol 1-phosphate_[M+NH4]+
Glycylproline,[M+NH4]+,190.11861,positive,Glycylproline_[M+NH4]+
Capric acid,[M+NH4]+,190.18015,positive,Capric acid_[M+NH4]+
Acetyl-DL-Leucine,[M+NH4]+,191.13901,positive,Acetyl-DL-Leucine_[M+NH4]+
Hexanoylglycine,[M+NH4]+,191.13901,positive,Hexanoylglycine_[M+NH4]+
cis-Aconitate,[M+NH4]+,192.05026,positive,cis-Aconitate_[M+NH4]+
trans-Aconitate,[M+NH4]+,192.05026,positive,trans-Aconitate_[M+NH4]+
Dehydroascorbic acid (Oxidized vitamin C),[M+NH4]+,192.05026,positive,Dehydroascorbic acid (Oxidized vitamin C)_[M+NH4]+
Shikimate,[M+NH4]+,192.08665,positive,Shikimate_[M+NH4]+
Suberic acid,[M+NH4]+,192.12303,positive,Suberic acid_[M+NH4]+
N2-Acetyl-L-ornithine,[M+NH4]+,192.13426,positive,N2-Acetyl-L-ornithine_[M+NH4]+
L-Arginine,[M+NH4]+,192.1455,positive,L-Arginine_[M+NH4]+
1-Methyltryptamine,[M+NH4]+,192.14952,positive,1-Methyltryptamine_[M+NH4]+
N-Acetyl-L-aspartic acid,[M+NH4]+,193.08189,positive,N-Acetyl-L-aspartic acid_[M+NH4]+
Indoleacetic acid,[M+NH4]+,193.09715,positive,Indoleacetic acid_[M+NH4]+
L-Citrulline,[M+NH4]+,193.12951,positive,L-Citrulline_[M+NH4]+
L-Ascorbic acid,[M+NH4]+,194.06591,positive,L-Ascorbic acid_[M+NH4]+
D-Glucuronolactone,[M+NH4]+,194.06591,positive,D-Glucuronolactone_[M+NH4]+
N-carbamoyl-L-aspartate,[M+NH4]+,194.07714,positive,N-carbamoyl-L-aspartate_[M+NH4]+
Allantoate/Allantoic acid,[M+NH4]+,194.08838,positive,Allantoate/Allantoic acid_[M+NH4]+
2-Isopropylmalic acid,[M+NH4]+,194.1023,positive,2-Isopropylmalic acid_[M+NH4]+
3-Isopropylmalate,[M+NH4]+,194.1023,positive,3-Isopropylmalate_[M+NH4]+
Serotonin,[M+NH4]+,194.12878,positive,Serotonin_[M+NH4]+
N-Formylmethionine,[M+NH4]+,195.07979,positive,N-Formylmethionine_[M+NH4]+
5-Hydroxytryptophol (5HTOL),[M+NH4]+,195.1128,positive,5-Hydroxytryptophol (5HTOL)_[M+NH4]+
Cysteinylglycine,[M+NH4]+,196.07503,positive,Cysteinylglycine_[M+NH4]+
2-Dehydro-3-deoxy-D-gluconate,[M+NH4]+,196.08156,positive,2-Dehydro-3-deoxy-D-gluconate_[M+NH4]+
"D-Glucono-1,5-lactone",[M+NH4]+,196.08156,positive,"D-Glucono-1,5-lactone_[M+NH4]+"
L-Gulonic gamma-lactone,[M+NH4]+,196.08156,positive,L-Gulonic gamma-lactone_[M+NH4]+
4-Methoxycinnamic acid,[M+NH4]+,196.09682,positive,4-Methoxycinnamic acid_[M+NH4]+
"L-Galactono-1,4-lactone",[M+NH4]+,196.17382,positive,"L-Galactono-1,4-lactone_[M+NH4]+"
2-Dehydro-3-deoxy-D-galactonate,[M+NH4]+,196.17382,positive,2-Dehydro-3-deoxy-D-galactonate_[M+NH4]+
S-Carboxymethyl-L-cysteine,[M+NH4]+,197.05905,positive,S-Carboxymethyl-L-cysteine_[M+NH4]+
Hippuric acid,[M+NH4]+,197.09206,positive,Hippuric acid_[M+NH4]+
Glucosamine,[M+NH4]+,197.11319,positive,Glucosamine_[M+NH4]+
D-(+)-Galactosamine,[M+NH4]+,197.11319,positive,D-(+)-Galactosamine_[M+NH4]+
4-Hydroxyphenylpyruvate,[M+NH4]+,198.07608,positive,4-Hydroxyphenylpyruvate_[M+NH4]+
Caffeic Acid,[M+NH4]+,198.07608,positive,Caffeic Acid_[M+NH4]+
Nicotinuric acid,[M+NH4]+,198.08731,positive,Nicotinuric acid_[M+NH4]+
myo-Inositol,[M+NH4]+,198.09721,positive,myo-Inositol_[M+NH4]+
Alpha-D-Glucose,[M+NH4]+,198.09721,positive,Alpha-D-Glucose_[M+NH4]+
D-Mannose,[M+NH4]+,198.09721,positive,D-Mannose_[M+NH4]+
D-Fructose,[M+NH4]+,198.09721,positive,D-Fructose_[M+NH4]+
D-Tagatose,[M+NH4]+,198.09721,positive,D-Tagatose_[M+NH4]+
D-(+)-Galactose,[M+NH4]+,198.09721,positive,D-(+)-Galactose_[M+NH4]+
D-Allose,[M+NH4]+,198.09721,positive,D-Allose_[M+NH4]+
L-Sorbose,[M+NH4]+,198.09721,positive,L-Sorbose_[M+NH4]+
Theophylline,[M+NH4]+,198.09855,positive,Theophylline_[M+NH4]+
Theobromine,[M+NH4]+,198.09855,positive,Theobromine_[M+NH4]+
"1,7-Dimethylxanthine",[M+NH4]+,198.09855,positive,"1,7-Dimethylxanthine_[M+NH4]+"
Coniferol,[M+NH4]+,198.11246,positive,Coniferol_[M+NH4]+
L-Tyrosine,[M+NH4]+,199.10771,positive,L-Tyrosine_[M+NH4]+
DL-O-tyrosine,[M+NH4]+,199.10771,positive,DL-O-tyrosine_[M+NH4]+
3-Methyluric acid,[M+NH4]+,200.07781,positive,3-Methyluric acid_[M+NH4]+
7-Methyluric acid,[M+NH4]+,200.07781,positive,7-Methyluric acid_[M+NH4]+
1-Methyluric acid,[M+NH4]+,200.07781,positive,1-Methyluric acid_[M+NH4]+
Homovanillic acid,[M+NH4]+,200.09173,positive,Homovanillic acid_[M+NH4]+
"3,4-Dihydroxyhydrocinnamic acid",[M+NH4]+,200.09173,positive,"3,4-Dihydroxyhydrocinnamic acid_[M+NH4]+"
Hydroxyphenyllactic acid,[M+NH4]+,200.09173,positive,Hydroxyphenyllactic acid_[M+NH4]+
L-Iditol,[M+NH4]+,200.11286,positive,L-Iditol_[M+NH4]+
Dulcitol,[M+NH4]+,200.11286,positive,Dulcitol_[M+NH4]+
D-Sorbitol,[M+NH4]+,200.11286,positive,D-Sorbitol_[M+NH4]+
D-Mannitol,[M+NH4]+,200.11286,positive,D-Mannitol_[M+NH4]+
L-homocysteic acid,[M+NH4]+,201.05397,positive,L-homocysteic acid_[M+NH4]+
4-Pyridoxic acid,[M+NH4]+,201.08698,positive,4-Pyridoxic acid_[M+NH4]+
Phosphorylcholine,[M+NH4]+,201.09987,positive,Phosphorylcholine_[M+NH4]+
Epinephrine,[M+NH4]+,201.12336,positive,Epinephrine_[M+NH4]+
DL-Normetanephrine,[M+NH4]+,201.12336,positive,DL-Normetanephrine_[M+NH4]+
"3,4-Dihydroxymandelic acid",[M+NH4]+,202.07099,positive,"3,4-Dihydroxymandelic acid_[M+NH4]+"
3-Methoxy-4-hydroxyphenylethyleneglycol,[M+NH4]+,202.10738,positive,3-Methoxy-4-hydroxyphenylethyleneglycol_[M+NH4]+
3-Phosphoserine,[M+NH4]+,203.04275,positive,3-Phosphoserine_[M+NH4]+
3-Phospho-D-glycerate,[M+NH4]+,204.02676,positive,3-Phospho-D-glycerate_[M+NH4]+
DL-2-Phosphoglycerate,[M+NH4]+,204.02676,positive,DL-2-Phosphoglycerate_[M+NH4]+
Undecanoic Acid,[M+NH4]+,204.1958,positive,Undecanoic Acid_[M+NH4]+
Indoleacrylic acid,[M+NH4]+,205.09715,positive,Indoleacrylic acid_[M+NH4]+
N8-Acetylspermidine,[M+NH4]+,205.20228,positive,N8-Acetylspermidine_[M+NH4]+
alpha-N-Acetyl-L-glutamine,[M+NH4]+,206.11353,positive,alpha-N-Acetyl-L-glutamine_[M+NH4]+
N-Acetylglutamine,[M+NH4]+,206.11353,positive,N-Acetylglutamine_[M+NH4]+
Azelaic acid,[M+NH4]+,206.13868,positive,Azelaic acid_[M+NH4]+
N6-Acetyl-L-lysine,[M+NH4]+,206.14991,positive,N6-Acetyl-L-lysine_[M+NH4]+
Glycyl-L-leucine,[M+NH4]+,206.14991,positive,Glycyl-L-leucine_[M+NH4]+
"N6,N6,N6-Trimethyl-L-lysine",[M+NH4]+,206.1863,positive,"N6,N6,N6-Trimethyl-L-lysine_[M+NH4]+"
Kynurenic acid,[M+NH4]+,207.07641,positive,Kynurenic acid_[M+NH4]+
N-Acetyl-L-glutamate,[M+NH4]+,207.09754,positive,N-Acetyl-L-glutamate_[M+NH4]+
Diaminopimelic acid,[M+NH4]+,208.12918,positive,Diaminopimelic acid_[M+NH4]+
N-(omega)-Hydroxyarginine,[M+NH4]+,208.14041,positive,N-(omega)-Hydroxyarginine_[M+NH4]+
5-Methoxytryptamine,[M+NH4]+,208.14443,positive,5-Methoxytryptamine_[M+NH4]+
5-Hydroxyindoleacetate,[M+NH4]+,209.09206,positive,5-Hydroxyindoleacetate_[M+NH4]+
Citrate,[M+NH4]+,210.06083,positive,Citrate_[M+NH4]+
Isocitrate,[M+NH4]+,210.06083,positive,Isocitrate_[M+NH4]+
Quinate,[M+NH4]+,210.09721,positive,Quinate_[M+NH4]+
Phenylacetylglycine,[M+NH4]+,211.10771,positive,Phenylacetylglycine_[M+NH4]+
D-Glucuronate,[M+NH4]+,212.07647,positive,D-Glucuronate_[M+NH4]+
2-Keto-D-gluconic acid,[M+NH4]+,212.07647,positive,2-Keto-D-gluconic acid_[M+NH4]+
Pectin (Galacturonic acid),[M+NH4]+,212.07647,positive,Pectin (Galacturonic acid)_[M+NH4]+
D-galacturonic acid,[M+NH4]+,212.07647,positive,D-galacturonic acid_[M+NH4]+
Aminohippuric acid,[M+NH4]+,212.10296,positive,Aminohippuric acid_[M+NH4]+
Caffeine,[M+NH4]+,212.1142,positive,Caffeine_[M+NH4]+
Salicyluric acid,[M+NH4]+,213.08698,positive,Salicyluric acid_[M+NH4]+
D-gluconate,[M+NH4]+,214.09212,positive,D-gluconate_[M+NH4]+
"1,7-Dimethyluric acid",[M+NH4]+,214.09346,positive,"1,7-Dimethyluric acid_[M+NH4]+"
"1,3-Dimethyluric acid",[M+NH4]+,214.09346,positive,"1,3-Dimethyluric acid_[M+NH4]+"
"3,7-Dimethyluric acid",[M+NH4]+,214.09346,positive,"3,7-Dimethyluric acid_[M+NH4]+"
Homoveratric acid,[M+NH4]+,214.10738,positive,Homoveratric acid_[M+NH4]+
"3,4-Dihydroxy-L-phenylalanine(L-DOPA)",[M+NH4]+,215.10263,positive,"3,4-Dihydroxy-L-phenylalanine(L-DOPA)_[M+NH4]+"
DL-Vanillylmandelic acid,[M+NH4]+,216.08665,positive,DL-Vanillylmandelic acid_[M+NH4]+
O-Phospho-L-threonine,[M+NH4]+,217.0584,positive,O-Phospho-L-threonine_[M+NH4]+
O-Phospho-L-homoserine,[M+NH4]+,217.0584,positive,O-Phospho-L-homoserine_[M+NH4]+
p-CHLOROPHENYLALANINE,[M+NH4]+,217.07383,positive,p-CHLOROPHENYLALANINE_[M+NH4]+
D-Erythrose 4-phosphate,[M+NH4]+,218.04241,positive,D-Erythrose 4-phosphate_[M+NH4]+
Dodecanoic acid,[M+NH4]+,218.21145,positive,Dodecanoic acid_[M+NH4]+
Cysteine-S-sulfate,[M+NH4]+,219.01039,positive,Cysteine-S-sulfate_[M+NH4]+
Sebacic acid,[M+NH4]+,220.15433,positive,Sebacic acid_[M+NH4]+
"NG,NG-dimethyl-L-arginine(ADMA)",[M+NH4]+,220.1768,positive,"NG,NG-dimethyl-L-arginine(ADMA)_[M+NH4]+"
Spermine,[M+NH4]+,220.24957,positive,Spermine_[M+NH4]+
Indole-3-pyruvic acid,[M+NH4]+,221.09206,positive,Indole-3-pyruvic acid_[M+NH4]+
Acetylcarnitine,[M+NH4]+,221.14958,positive,Acetylcarnitine_[M+NH4]+
L-Tryptophan,[M+NH4]+,222.1237,positive,L-Tryptophan_[M+NH4]+
Xanthurenic acid,[M+NH4]+,223.07133,positive,Xanthurenic acid_[M+NH4]+
Lipoamide,[M+NH4]+,223.09333,positive,Lipoamide_[M+NH4]+
Indolelactic acid,[M+NH4]+,223.10771,positive,Indolelactic acid_[M+NH4]+
5-Methoxyindoleacetate,[M+NH4]+,223.10771,positive,5-Methoxyindoleacetate_[M+NH4]+
Pantothenol,[M+NH4]+,223.16523,positive,Pantothenol_[M+NH4]+
Homocitrate,[M+NH4]+,224.07647,positive,Homocitrate_[M+NH4]+
DL-alpha-Lipoic Acid,[M+NH4]+,224.07734,positive,DL-alpha-Lipoic Acid_[M+NH4]+
N-Acetyl-L-phenylalanine,[M+NH4]+,225.12336,positive,N-Acetyl-L-phenylalanine_[M+NH4]+
Phenylpropionylglycine,[M+NH4]+,225.12336,positive,Phenylpropionylglycine_[M+NH4]+
Dihydrolipoate (dihydrolipoic acid),[M+NH4]+,226.09299,positive,Dihydrolipoate (dihydrolipoic acid)_[M+NH4]+
L-Kynurenine,[M+NH4]+,226.11861,positive,L-Kynurenine_[M+NH4]+
N-Benzyloxycarbonylglycine,[M+NH4]+,227.10263,positive,N-Benzyloxycarbonylglycine_[M+NH4]+
D-Glucarate,[M+NH4]+,228.07139,positive,D-Glucarate_[M+NH4]+
D-Galactarate,[M+NH4]+,228.07139,positive,D-Galactarate_[M+NH4]+
Sinapyl alcohol,[M+NH4]+,228.12303,positive,Sinapyl alcohol_[M+NH4]+
Phosphocreatine,[M+NH4]+,229.06963,positive,Phosphocreatine_[M+NH4]+
Harmine,[M+NH4]+,230.12878,positive,Harmine_[M+NH4]+
Indoxyl sulfate,[M+NH4]+,231.0434,positive,Indoxyl sulfate_[M+NH4]+
2-Deoxyribose 5-phosphate,[M+NH4]+,232.05806,positive,2-Deoxyribose 5-phosphate_[M+NH4]+
1-Deoxy-D-xylulose 5-phosphate,[M+NH4]+,232.05806,positive,1-Deoxy-D-xylulose 5-phosphate_[M+NH4]+
Dethiobiotin,[M+NH4]+,232.16556,positive,Dethiobiotin_[M+NH4]+
Tridecanoic acid (Tridecylic acid),[M+NH4]+,232.2271,positive,Tridecanoic acid (Tridecylic acid)_[M+NH4]+
1-Tetradecanol,[M+NH4]+,232.26349,positive,1-Tetradecanol_[M+NH4]+
sn-Glycerol 3-phosphoethanolamine,[M+NH4]+,233.0897,positive,sn-Glycerol 3-phosphoethanolamine_[M+NH4]+
5-L-Glutamyl-L-alanine,[M+NH4]+,236.12409,positive,5-L-Glutamyl-L-alanine_[M+NH4]+
N-Acetylserotonin,[M+NH4]+,236.13935,positive,N-Acetylserotonin_[M+NH4]+
L-Abrine,[M+NH4]+,236.13935,positive,L-Abrine_[M+NH4]+
5-Methoxydimethyltryptamine,[M+NH4]+,236.17573,positive,5-Methoxydimethyltryptamine_[M+NH4]+
O-Succinyl-L-homoserine,[M+NH4]+,237.10811,positive,O-Succinyl-L-homoserine_[M+NH4]+
Pantothenate,[M+NH4]+,237.14449,positive,Pantothenate_[M+NH4]+
5-Hydroxytryptophan,[M+NH4]+,238.11861,positive,5-Hydroxytryptophan_[M+NH4]+
L-Histidinol phosphate,[M+NH4]+,239.09036,positive,L-Histidinol phosphate_[M+NH4]+
N-Acetylmannosamine,[M+NH4]+,239.12376,positive,N-Acetylmannosamine_[M+NH4]+
N-Acetyl-D-glucosamine,[M+NH4]+,239.12376,positive,N-Acetyl-D-glucosamine_[M+NH4]+
N-Acetyl-D-galactosamine,[M+NH4]+,239.24162,positive,N-Acetyl-D-galactosamine_[M+NH4]+
N-Acetyl-D-galactosamine,[M+NH4]+,239.24162,positive,N-Acetyl-D-galactosamine_[M+NH4]+
L-Cystathionine,[M+NH4]+,240.10125,positive,L-Cystathionine_[M+NH4]+
Allocystathionine,[M+NH4]+,240.10125,positive,Allocystathionine_[M+NH4]+
Flavone,[M+NH4]+,240.1019,positive,Flavone_[M+NH4]+
Ethyl glucuronide,[M+NH4]+,240.10778,positive,Ethyl glucuronide_[M+NH4]+
"(2E,6E)-Farnesol",[M+NH4]+,240.40012,positive,"(2E,6E)-Farnesol_[M+NH4]+"
N-Acetyl-L-tyrosine,[M+NH4]+,241.11828,positive,N-Acetyl-L-tyrosine_[M+NH4]+
3-Hydroxy-L-kynurenine,[M+NH4]+,242.11353,positive,3-Hydroxy-L-kynurenine_[M+NH4]+
Prephenate,[M+NH4]+,244.08156,positive,Prephenate_[M+NH4]+
Chorismic acid,[M+NH4]+,244.08156,positive,Chorismic acid_[M+NH4]+
5-Acetylamino-6-formylamino-3-methyluracil (AFMU),[M+NH4]+,244.10403,positive,5-Acetylamino-6-formylamino-3-methyluracil (AFMU)_[M+NH4]+
Porphobilinogen,[M+NH4]+,244.12918,positive,Porphobilinogen_[M+NH4]+
L-Carnosine,[M+NH4]+,244.14041,positive,L-Carnosine_[M+NH4]+
Deoxycytidine,[M+NH4]+,245.12443,positive,Deoxycytidine_[M+NH4]+
2'-Deoxyuridine,[M+NH4]+,246.10844,positive,2'-Deoxyuridine_[M+NH4]+
Traumatic Acid,[M+NH4]+,246.16998,positive,Traumatic Acid_[M+NH4]+
(R)-mevalonic acid 5-Phosphate,[M+NH4]+,246.17082,positive,(R)-mevalonic acid 5-Phosphate_[M+NH4]+
L-leucyl-L-proline,[M+NH4]+,246.18121,positive,L-leucyl-L-proline_[M+NH4]+
Myristic acid,[M+NH4]+,246.24275,positive,Myristic acid_[M+NH4]+
D-Ribulose 5-phosphate,[M+NH4]+,248.05298,positive,D-Ribulose 5-phosphate_[M+NH4]+
Suberylglycine,[M+NH4]+,249.14449,positive,Suberylglycine_[M+NH4]+
Melatonin,[M+NH4]+,250.155,positive,Melatonin_[M+NH4]+
5-methoxytryptophan,[M+NH4]+,252.13426,positive,5-methoxytryptophan_[M+NH4]+
7-Methylguanosine,[M+NH4]+,252.1693,positive,7-Methylguanosine_[M+NH4]+
Biopterin,[M+NH4]+,255.12001,positive,Biopterin_[M+NH4]+
Sepiapterin,[M+NH4]+,255.12001,positive,Sepiapterin_[M+NH4]+
"7,8-Dihydrobiopterin",[M+NH4]+,257.13566,positive,"7,8-Dihydrobiopterin_[M+NH4]+"
L-Cystine,[M+NH4]+,258.05767,positive,L-Cystine_[M+NH4]+
Alizarin,[M+NH4]+,258.07608,positive,Alizarin_[M+NH4]+
L-Anserine,[M+NH4]+,258.15606,positive,L-Anserine_[M+NH4]+
Palmitaldehyde,[M+NH4]+,258.27914,positive,Palmitaldehyde_[M+NH4]+
Tetrahydrobiopterin,[M+NH4]+,259.15131,positive,Tetrahydrobiopterin_[M+NH4]+
Lumichrome,[M+NH4]+,260.1142,positive,Lumichrome_[M+NH4]+
Thymidine,[M+NH4]+,260.12409,positive,Thymidine_[M+NH4]+
Pentadecanoic Acid,[M+NH4]+,260.2584,positive,Pentadecanoic Acid_[M+NH4]+
1-Hexadecanol,[M+NH4]+,260.29478,positive,1-Hexadecanol_[M+NH4]+
Cytidine,[M+NH4]+,261.11934,positive,Cytidine_[M+NH4]+
L-Fucose-1-phosphate,[M+NH4]+,262.06863,positive,L-Fucose-1-phosphate_[M+NH4]+
Pseudouridine,[M+NH4]+,262.10336,positive,Pseudouridine_[M+NH4]+
Uridine,[M+NH4]+,262.10336,positive,Uridine_[M+NH4]+
D-Biotin,[M+NH4]+,262.12199,positive,D-Biotin_[M+NH4]+
Dimethylallyl pyrophosphate,[M+NH4]+,264.03965,positive,Dimethylallyl pyrophosphate_[M+NH4]+
Isopentenyl pyrophosphate,[M+NH4]+,264.03965,positive,Isopentenyl pyrophosphate_[M+NH4]+
gamma-L-Glutamyl-L-valine,[M+NH4]+,264.15539,positive,gamma-L-Glutamyl-L-valine_[M+NH4]+
Pyridoxal 5'-phosphate,[M+NH4]+,265.0584,positive,Pyridoxal 5'-phosphate_[M+NH4]+
Pyridoxamine 5'-phosphate,[M+NH4]+,266.09003,positive,Pyridoxamine 5'-phosphate_[M+NH4]+
6-Hydroxymelatonin,[M+NH4]+,266.14991,positive,6-Hydroxymelatonin_[M+NH4]+
Pyridoxine 5-phosphate,[M+NH4]+,267.07405,positive,Pyridoxine 5-phosphate_[M+NH4]+
Gamma-Glutamylcysteine,[M+NH4]+,268.09616,positive,Gamma-Glutamylcysteine_[M+NH4]+
Deoxyadenosine,[M+NH4]+,269.13566,positive,Deoxyadenosine_[M+NH4]+
5'-Deoxyadenosine,[M+NH4]+,269.13566,positive,5'-Deoxyadenosine_[M+NH4]+
Deoxyinosine,[M+NH4]+,270.11968,positive,Deoxyinosine_[M+NH4]+
D-Neopterin,[M+NH4]+,271.11493,positive,D-Neopterin_[M+NH4]+
cis-9-Palmitoleic acid,[M+NH4]+,272.2584,positive,cis-9-Palmitoleic acid_[M+NH4]+
"7,8-Dihydroneopterin",[M+NH4]+,273.13058,positive,"7,8-Dihydroneopterin_[M+NH4]+"
5'-O-methylthymidine,[M+NH4]+,274.13974,positive,5'-O-methylthymidine_[M+NH4]+
Palmitic acid,[M+NH4]+,274.27405,positive,Palmitic acid_[M+NH4]+
2'-O-methylcytidine,[M+NH4]+,275.13499,positive,2'-O-methylcytidine_[M+NH4]+
3-methylcytidine,[M+NH4]+,275.13499,positive,3-methylcytidine_[M+NH4]+
3'-O-methylcytidine,[M+NH4]+,275.13499,positive,3'-O-methylcytidine_[M+NH4]+
5-Methylcytidine,[M+NH4]+,275.13499,positive,5-Methylcytidine_[M+NH4]+
2'-O-Methyluridine,[M+NH4]+,276.11901,positive,2'-O-Methyluridine_[M+NH4]+
3'-O-methyluridine,[M+NH4]+,276.11901,positive,3'-O-methyluridine_[M+NH4]+
3-Methyluridine,[M+NH4]+,276.11901,positive,3-Methyluridine_[M+NH4]+
1-Methylpseudouridine,[M+NH4]+,276.11901,positive,1-Methylpseudouridine_[M+NH4]+
Ribothymidine,[M+NH4]+,276.11901,positive,Ribothymidine_[M+NH4]+
Acetomenaphthone,[M+NH4]+,276.12303,positive,Acetomenaphthone_[M+NH4]+
Acadesine (Drug),[M+NH4]+,276.13024,positive,Acadesine (Drug)_[M+NH4]+
Glycerophosphocholine,[M+NH4]+,276.14447,positive,Glycerophosphocholine_[M+NH4]+
3-Deoxy-2-keto-6-phosphogluconic acid,[M+NH4]+,276.15372,positive,3-Deoxy-2-keto-6-phosphogluconic acid_[M+NH4]+
D-glucosamine 6-phosphate,[M+NH4]+,277.07953,positive,D-glucosamine 6-phosphate_[M+NH4]+
D-Glucosamine 1-phosphate (Glucosamine-1P),[M+NH4]+,277.07953,positive,D-Glucosamine 1-phosphate (Glucosamine-1P)_[M+NH4]+
2-Thiocytidine,[M+NH4]+,277.0965,positive,2-Thiocytidine_[M+NH4]+
D-Glucose 6-phosphate,[M+NH4]+,278.06354,positive,D-Glucose 6-phosphate_[M+NH4]+
Beta-D-Fructose 6-phosphate,[M+NH4]+,278.06354,positive,Beta-D-Fructose 6-phosphate_[M+NH4]+
alpha-D-Glucose 1-phosphate,[M+NH4]+,278.06354,positive,alpha-D-Glucose 1-phosphate_[M+NH4]+
Fructose 1-phosphate,[M+NH4]+,278.06354,positive,Fructose 1-phosphate_[M+NH4]+
D-Fructose-6-phosphate,[M+NH4]+,278.06354,positive,D-Fructose-6-phosphate_[M+NH4]+
alpha-D-Galactose 1-phosphate,[M+NH4]+,278.06354,positive,alpha-D-Galactose 1-phosphate_[M+NH4]+
D-Mannose-6-phosphate,[M+NH4]+,278.06354,positive,D-Mannose-6-phosphate_[M+NH4]+
D-Mannose 1-phosphate,[M+NH4]+,278.06354,positive,D-Mannose 1-phosphate_[M+NH4]+
Beta-D-Fructose 2-phosphate,[M+NH4]+,278.06354,positive,Beta-D-Fructose 2-phosphate_[M+NH4]+
4-thiouridine,[M+NH4]+,278.08051,positive,4-thiouridine_[M+NH4]+
2-thiouridine,[M+NH4]+,278.08051,positive,2-thiouridine_[M+NH4]+
O-Phosphotyrosine,[M+NH4]+,279.07405,positive,O-Phosphotyrosine_[M+NH4]+
 D-Sorbitol 6-phosphate,[M+NH4]+,280.18552,positive, D-Sorbitol 6-phosphate_[M+NH4]+
D-Mannitol 1-phosphate,[M+NH4]+,280.18552,positive,D-Mannitol 1-phosphate_[M+NH4]+
3-Methoxy-4-Hydroxyphenylglycol Sulfate,[M+NH4]+,282.0642,positive,3-Methoxy-4-Hydroxyphenylglycol Sulfate_[M+NH4]+
Alpha-N-Phenylacetyl-L-glutamine,[M+NH4]+,282.14483,positive,Alpha-N-Phenylacetyl-L-glutamine_[M+NH4]+
Thiamine,[M+NH4]+,283.14613,positive,Thiamine_[M+NH4]+
"2,3-Diphospho-D-glyceric acid",[M+NH4]+,283.9931,positive,"2,3-Diphospho-D-glyceric acid_[M+NH4]+"
Adenosine,[M+NH4]+,285.13057,positive,Adenosine_[M+NH4]+
Deoxyguanosine,[M+NH4]+,285.13057,positive,Deoxyguanosine_[M+NH4]+
DL-Homocystine,[M+NH4]+,286.08897,positive,DL-Homocystine_[M+NH4]+
Inosine,[M+NH4]+,286.11459,positive,Inosine_[M+NH4]+
Estrone,[M+NH4]+,288.1958,positive,Estrone_[M+NH4]+
Heptadecanoic acid,[M+NH4]+,288.2897,positive,Heptadecanoic acid_[M+NH4]+
1-Octadecanol (Drug),[M+NH4]+,288.32608,positive,1-Octadecanol (Drug)_[M+NH4]+
"5,2'-O-dimethylcytidine",[M+NH4]+,289.15064,positive,"5,2'-O-dimethylcytidine_[M+NH4]+"
Arbutin,[M+NH4]+,290.12343,positive,Arbutin_[M+NH4]+
"5,2'-O-dimethyluridine",[M+NH4]+,290.13466,positive,"5,2'-O-dimethyluridine_[M+NH4]+"
beta-Estradiol,[M+NH4]+,290.21145,positive,beta-Estradiol_[M+NH4]+
16-Hydroxypalmitic acid,[M+NH4]+,290.26896,positive,16-Hydroxypalmitic acid_[M+NH4]+
5-Hydroxymethylcytidine,[M+NH4]+,291.12991,positive,5-Hydroxymethylcytidine_[M+NH4]+
5-Methyl-2-thiouridine,[M+NH4]+,292.09616,positive,5-Methyl-2-thiouridine_[M+NH4]+
5-methoxyuridine,[M+NH4]+,292.11392,positive,5-methoxyuridine_[M+NH4]+
6-Phospho-D-gluconate,[M+NH4]+,294.05846,positive,6-Phospho-D-gluconate_[M+NH4]+
gamma-L-Glutamyl-L-glutamic acid,[M+NH4]+,294.12957,positive,gamma-L-Glutamyl-L-glutamic acid_[M+NH4]+
L-Saccharopine,[M+NH4]+,294.16596,positive,L-Saccharopine_[M+NH4]+
gamma-Glutamyl-L-methionine,[M+NH4]+,296.12746,positive,gamma-Glutamyl-L-methionine_[M+NH4]+
Pantetheine,[M+NH4]+,296.16385,positive,Pantetheine_[M+NH4]+
alpha-Linolenic acid,[M+NH4]+,296.2584,positive,alpha-Linolenic acid_[M+NH4]+
"all cis-(6,9,12)-Linolenic acid",[M+NH4]+,296.2584,positive,"all cis-(6,9,12)-Linolenic acid_[M+NH4]+"
L-Aspartyl-L-phenylalanine,[M+NH4]+,298.13974,positive,L-Aspartyl-L-phenylalanine_[M+NH4]+
Linoleic acid,[M+NH4]+,298.27405,positive,Linoleic acid_[M+NH4]+
N6-methyladenosine,[M+NH4]+,299.14623,positive,N6-methyladenosine_[M+NH4]+
